Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD0166,2023-10-16,2023-10-19,CUST043,Customer 11,Corporate,South,Office Supplies,Binders,Binders Product 9,982.71,8,0.19,125.37
ORD0167,2024-08-02,2024-08-04,CUST055,Customer 37,Consumer,North,Office Supplies,Storage,Storage Product 28,1466.38,7,0.01,99.89
ORD0168,2023-08-04,2023-08-11,CUST093,Customer 54,Home Office,North,Technology,Laptops,Laptops Product 14,636.81,8,0.08,176.21
ORD0169,2023-01-07,2023-01-08,CUST023,Customer 84,Home Office,North,Office Supplies,Storage,Storage Product 17,1749.41,3,0.17,216.6
ORD0170,2023-11-11,2023-11-14,CUST030,Customer 50,Consumer,North,Office Supplies,Storage,Storage Product 39,668.18,3,0.21,162.82
ORD0171,2023-06-16,2023-06-21,CUST066,Customer 65,Corporate,West,Furniture,Tables,Tables Product 35,722.59,8,0.04,45.45
ORD0172,2024-12-21,2024-12-27,CUST093,Customer 98,Home Office,South,Furniture,Bookcases,Bookcases Product 40,771.78,9,0.04,84.96
ORD0173,2024-10-11,2024-10-12,CUST091,Customer 6,Corporate,East,Furniture,Chairs,Chairs Product 34,1244.06,5,0.11,69.55
ORD0174,2023-08-01,2023-08-02,CUST095,Customer 82,Consumer,East,Furniture,Tables,Tables Product 23,1827.0,9,0.02,252.98
ORD0175,2023-02-03,2023-02-10,CUST079,Customer 64,Consumer,East,Technology,Phones,Phones Product 31,795.46,6,0.17,109.9
ORD0176,2023-08-31,2023-09-05,CUST039,Customer 46,Consumer,North,Technology,Phones,Phones Product 18,94.72,5,0.13,9.68
ORD0177,2024-08-15,2024-08-19,CUST025,Customer 34,Consumer,South,Furniture,Tables,Tables Product 11,819.53,8,0.01,157.04
ORD0178,2023-10-27,2023-11-01,CUST078,Customer 31,Home Office,West,Technology,Accessories,Accessories Product 49,266.09,8,0.06,34.03
ORD0179,2024-06-28,2024-07-02,CUST047,Customer 78,Corporate,South,Office Supplies,Storage,Storage Product 42,1818.45,5,0.17,275.86
ORD0180,2023-12-28,2024-01-02,CUST026,Customer 66,Consumer,North,Office Supplies,Binders,Binders Product 46,205.94,6,0.2,61.25
ORD0181,2024-10-24,2024-10-28,CUST098,Customer 22,Corporate,East,Technology,Phones,Phones Product 39,1926.39,1,0.03,497.14
ORD0182,2023-03-04,2023-03-11,CUST048,Customer 55,Consumer,North,Office Supplies,Binders,Binders Product 8,1580.12,7,0.3,137.29
ORD0183,2023-06-19,2023-06-21,CUST025,Customer 24,Corporate,South,Technology,Phones,Phones Product 23,641.33,8,0.09,143.97
ORD0184,2024-06-22,2024-06-29,CUST069,Customer 19,Corporate,North,Technology,Accessories,Accessories Product 40,1078.3,1,0.22,118.27
ORD0185,2024-12-30,2024-12-31,CUST027,Customer 16,Home Office,North,Furniture,Chairs,Chairs Product 4,1007.5,7,0.16,136.65
ORD0186,2024-01-02,2024-01-03,CUST070,Customer 33,Consumer,North,Furniture,Bookcases,Bookcases Product 45,116.35,8,0.03,21.85
ORD0187,2023-06-05,2023-06-09,CUST009,Customer 35,Corporate,West,Office Supplies,Binders,Binders Product 22,684.74,7,0.11,90.02
ORD0188,2023-06-27,2023-07-02,CUST050,Customer 100,Consumer,South,Office Supplies,Paper,Paper Product 26,519.26,10,0.18,35.19
ORD0189,2023-04-24,2023-04-25,CUST014,Customer 53,Consumer,West,Furniture,Chairs,Chairs Product 21,1441.31,2,0.29,225.57
ORD0190,2023-12-06,2023-12-10,CUST039,Customer 1,Corporate,South,Furniture,Chairs,Chairs Product 13,1953.79,6,0.02,438.99
ORD0191,2024-09-17,2024-09-21,CUST010,Customer 56,Home Office,West,Furniture,Tables,Tables Product 27,1453.7,8,0.16,409.69
ORD0192,2023-01-03,2023-01-04,CUST029,Customer 28,Corporate,North,Technology,Phones,Phones Product 19,1676.36,1,0.28,323.22
ORD0193,2024-10-21,2024-10-26,CUST032,Customer 21,Home Office,West,Office Supplies,Storage,Storage Product 41,1025.49,10,0.27,214.98
ORD0194,2023-09-25,2023-10-02,CUST005,Customer 67,Home Office,North,Technology,Laptops,Laptops Product 41,123.72,1,0.22,27.75
ORD0195,2023-02-24,2023-02-25,CUST052,Customer 51,Corporate,West,Office Supplies,Binders,Binders Product 6,393.23,5,0.28,33.9
ORD0196,2023-05-22,2023-05-29,CUST020,Customer 93,Consumer,West,Technology,Laptops,Laptops Product 14,1314.22,2,0.01,373.76
ORD0197,2024-08-03,2024-08-04,CUST053,Customer 20,Home Office,South,Furniture,Chairs,Chairs Product 41,1356.01,1,0.09,314.59
ORD0198,2024-07-26,2024-07-28,CUST097,Customer 94,Consumer,North,Technology,Phones,Phones Product 12,1811.33,5,0.1,534.88
ORD0199,2023-05-23,2023-05-26,CUST032,Customer 37,Consumer,North,Office Supplies,Paper,Paper Product 26,752.6,9,0.2,79.26
ORD0200,2024-07-31,2024-08-05,CUST089,Customer 89,Home Office,West,Technology,Accessories,Accessories Product 26,352.23,1,0.06,83.28
ORD0201,2024-06-21,2024-06-27,CUST009,Customer 56,Corporate,South,Technology,Phones,Phones Product 40,1307.18,9,0.05,277.47
ORD0202,2023-11-17,2023-11-22,CUST022,Customer 100,Corporate,North,Technology,Accessories,Accessories Product 1,1010.01,10,0.03,142.95
ORD0203,2024-05-14,2024-05-18,CUST073,Customer 43,Corporate,South,Office Supplies,Paper,Paper Product 36,1542.61,8,0.09,334.31
ORD0204,2024-02-16,2024-02-20,CUST069,Customer 52,Consumer,South,Technology,Accessories,Accessories Product 6,102.89,6,0.19,17.68
ORD0205,2024-04-10,2024-04-15,CUST044,Customer 28,Consumer,West,Technology,Phones,Phones Product 4,1590.23,6,0.21,234.46
ORD0206,2024-08-08,2024-08-10,CUST026,Customer 41,Corporate,West,Office Supplies,Paper,Paper Product 4,351.4,4,0.16,101.19
ORD0207,2023-09-05,2023-09-08,CUST092,Customer 26,Home Office,West,Office Supplies,Paper,Paper Product 19,1080.48,3,0.06,248.83
ORD0208,2023-12-05,2023-12-07,CUST045,Customer 97,Consumer,South,Furniture,Tables,Tables Product 31,230.45,7,0.24,57.43
ORD0209,2023-12-05,2023-12-07,CUST048,Customer 46,Consumer,North,Office Supplies,Storage,Storage Product 26,1337.5,1,0.28,178.3
ORD0210,2023-09-30,2023-10-03,CUST048,Customer 87,Consumer,East,Furniture,Chairs,Chairs Product 45,1983.66,9,0.03,265.06
ORD0211,2023-11-08,2023-11-09,CUST055,Customer 40,Home Office,South,Technology,Phones,Phones Product 19,334.71,9,0.07,58.14
ORD0212,2024-06-09,2024-06-10,CUST045,Customer 52,Corporate,East,Furniture,Tables,Tables Product 19,1910.38,6,0.15,520.16
ORD0213,2024-10-18,2024-10-23,CUST003,Customer 96,Corporate,East,Furniture,Chairs,Chairs Product 23,1172.84,2,0.15,70.86
ORD0214,2023-05-06,2023-05-12,CUST026,Customer 76,Consumer,North,Furniture,Tables,Tables Product 11,1311.11,6,0.23,138.66
ORD0215,2024-10-04,2024-10-08,CUST011,Customer 54,Home Office,South,Technology,Laptops,Laptops Product 4,825.69,3,0.03,117.3
ORD0216,2023-02-22,2023-02-25,CUST003,Customer 15,Home Office,South,Furniture,Tables,Tables Product 6,283.46,6,0.1,70.98
ORD0217,2024-08-26,2024-09-02,CUST064,Customer 12,Corporate,North,Office Supplies,Storage,Storage Product 19,1928.39,3,0.22,196.0
ORD0218,2023-02-11,2023-02-14,CUST082,Customer 22,Corporate,South,Technology,Phones,Phones Product 12,220.7,9,0.01,35.22
ORD0219,2023-09-13,2023-09-14,CUST079,Customer 7,Home Office,East,Office Supplies,Storage,Storage Product 40,506.44,3,0.09,58.35
ORD0220,2024-09-14,2024-09-19,CUST074,Customer 26,Consumer,North,Technology,Laptops,Laptops Product 40,697.07,1,0.2,165.97
ORD0221,2024-02-25,2024-03-03,CUST028,Customer 25,Corporate,South,Technology,Laptops,Laptops Product 1,1672.36,9,0.09,265.44
ORD0222,2023-10-03,2023-10-05,CUST021,Customer 13,Consumer,West,Office Supplies,Paper,Paper Product 35,1408.47,3,0.21,108.87
ORD0223,2024-07-29,2024-08-04,CUST019,Customer 59,Home Office,South,Furniture,Chairs,Chairs Product 12,1936.28,10,0.15,404.0
ORD0224,2023-03-10,2023-03-12,CUST062,Customer 82,Consumer,East,Office Supplies,Paper,Paper Product 27,208.42,10,0.26,11.46
ORD0225,2023-09-29,2023-10-05,CUST049,Customer 90,Corporate,North,Furniture,Bookcases,Bookcases Product 36,1247.05,4,0.17,162.06
ORD0226,2024-10-29,2024-11-02,CUST044,Customer 65,Home Office,South,Furniture,Chairs,Chairs Product 5,1457.94,7,0.12,289.32
ORD0227,2024-03-01,2024-03-05,CUST093,Customer 50,Corporate,East,Furniture,Bookcases,Bookcases Product 18,1356.99,9,0.15,312.51
ORD0228,2023-10-03,2023-10-07,CUST002,Customer 82,Corporate,West,Technology,Laptops,Laptops Product 30,884.94,6,0.24,255.95
ORD0229,2023-07-08,2023-07-13,CUST066,Customer 13,Home Office,South,Technology,Accessories,Accessories Product 19,1896.0,10,0.29,204.27
ORD0230,2023-01-29,2023-02-01,CUST044,Customer 85,Home Office,West,Furniture,Bookcases,Bookcases Product 39,1088.07,6,0.21,179.66
ORD0231,2023-03-22,2023-03-27,CUST073,Customer 53,Corporate,West,Technology,Phones,Phones Product 5,310.26,9,0.25,52.75
ORD0232,2024-03-02,2024-03-07,CUST016,Customer 82,Home Office,East,Technology,Laptops,Laptops Product 20,725.04,10,0.11,181.95
ORD0233,2024-08-18,2024-08-23,CUST100,Customer 35,Home Office,East,Office Supplies,Paper,Paper Product 21,1430.97,1,0.08,148.43
ORD0234,2023-02-12,2023-02-18,CUST080,Customer 43,Home Office,East,Technology,Accessories,Accessories Product 27,1860.87,4,0.05,140.03
ORD0235,2024-05-15,2024-05-17,CUST067,Customer 9,Home Office,West,Technology,Accessories,Accessories Product 29,795.79,6,0.1,78.31
ORD0236,2023-04-13,2023-04-18,CUST019,Customer 86,Home Office,South,Office Supplies,Storage,Storage Product 22,110.96,4,0.02,10.0
ORD0237,2023-01-08,2023-01-13,CUST038,Customer 45,Consumer,East,Office Supplies,Storage,Storage Product 40,697.72,5,0.05,129.21
ORD0238,2024-02-13,2024-02-19,CUST038,Customer 35,Corporate,East,Office Supplies,Storage,Storage Product 23,635.24,2,0.03,32.3
ORD0239,2023-05-29,2023-05-30,CUST097,Customer 97,Consumer,North,Furniture,Bookcases,Bookcases Product 22,1883.03,9,0.26,174.86
ORD0240,2024-12-19,2024-12-22,CUST078,Customer 89,Corporate,West,Technology,Laptops,Laptops Product 12,1449.38,4,0.25,109.91
ORD0241,2024-03-22,2024-03-29,CUST099,Customer 53,Consumer,East,Technology,Accessories,Accessories Product 36,938.75,9,0.06,208.06
ORD0242,2024-12-26,2025-01-01,CUST006,Customer 8,Corporate,East,Furniture,Tables,Tables Product 38,182.61,8,0.21,12.8
ORD0243,2023-07-03,2023-07-07,CUST043,Customer 97,Home Office,West,Technology,Laptops,Laptops Product 35,1638.92,6,0.27,160.1
ORD0244,2023-09-11,2023-09-16,CUST068,Customer 68,Home Office,East,Technology,Phones,Phones Product 22,1381.06,5,0.18,360.53
ORD0245,2024-09-20,2024-09-23,CUST053,Customer 27,Consumer,North,Office Supplies,Binders,Binders Product 15,1083.56,4,0.3,112.06
ORD0246,2024-02-13,2024-02-15,CUST061,Customer 58,Consumer,East,Furniture,Chairs,Chairs Product 38,1307.47,1,0.24,215.95
ORD0247,2023-08-21,2023-08-22,CUST049,Customer 66,Corporate,South,Office Supplies,Paper,Paper Product 38,984.3,4,0.25,162.48
ORD0248,2023-05-29,2023-06-01,CUST010,Customer 85,Home Office,West,Technology,Phones,Phones Product 30,909.81,10,0.06,75.54
ORD0249,2024-01-05,2024-01-10,CUST083,Customer 48,Consumer,West,Technology,Accessories,Accessories Product 10,1754.71,8,0.14,446.2
ORD0250,2024-03-12,2024-03-13,CUST093,Customer 33,Consumer,South,Technology,Accessories,Accessories Product 38,849.91,9,0.06,94.34
ORD0251,2023-06-08,2023-06-10,CUST034,Customer 27,Corporate,East,Technology,Accessories,Accessories Product 43,264.52,8,0.21,14.94
ORD0252,2023-09-08,2023-09-11,CUST099,Customer 76,Consumer,West,Office Supplies,Binders,Binders Product 37,402.37,10,0.17,110.78
ORD0253,2024-02-18,2024-02-19,CUST085,Customer 55,Corporate,West,Furniture,Bookcases,Bookcases Product 24,611.24,1,0.15,105.83
ORD0254,2024-03-16,2024-03-22,CUST093,Customer 22,Consumer,West,Technology,Laptops,Laptops Product 2,732.6,1,0.05,202.7
ORD0255,2024-03-27,2024-04-03,CUST098,Customer 61,Consumer,South,Office Supplies,Paper,Paper Product 20,1959.89,10,0.06,348.18
ORD0256,2024-08-14,2024-08-19,CUST077,Customer 45,Home Office,South,Technology,Accessories,Accessories Product 2,1190.6,9,0.02,310.99
ORD0257,2023-10-24,2023-10-26,CUST020,Customer 80,Home Office,North,Technology,Accessories,Accessories Product 21,1294.04,4,0.04,69.21
ORD0258,2023-12-26,2023-12-28,CUST019,Customer 36,Corporate,West,Furniture,Bookcases,Bookcases Product 2,1880.77,5,0.13,254.16
ORD0259,2024-08-02,2024-08-08,CUST090,Customer 79,Corporate,North,Furniture,Chairs,Chairs Product 11,1144.45,1,0.12,115.21
ORD0260,2023-01-20,2023-01-23,CUST043,Customer 53,Home Office,North,Furniture,Bookcases,Bookcases Product 23,584.27,1,0.18,114.22
ORD0261,2024-09-06,2024-09-13,CUST039,Customer 88,Consumer,East,Technology,Accessories,Accessories Product 45,752.29,7,0.17,55.58
ORD0262,2023-02-07,2023-02-14,CUST032,Customer 16,Corporate,West,Furniture,Chairs,Chairs Product 41,55.78,9,0.18,16.19
ORD0263,2024-07-24,2024-07-27,CUST043,Customer 74,Home Office,West,Technology,Laptops,Laptops Product 37,561.56,3,0.11,138.53
ORD0264,2023-04-24,2023-05-01,CUST044,Customer 75,Consumer,South,Technology,Laptops,Laptops Product 27,1060.35,10,0.14,202.68
ORD0265,2023-04-16,2023-04-21,CUST015,Customer 5,Home Office,North,Technology,Phones,Phones Product 40,1447.29,10,0.23,133.33
ORD0266,2024-01-05,2024-01-12,CUST066,Customer 3,Corporate,North,Technology,Phones,Phones Product 36,1142.54,10,0.12,242.58
ORD0267,2023-11-11,2023-11-16,CUST007,Customer 11,Home Office,East,Technology,Laptops,Laptops Product 37,379.44,8,0.23,34.26
ORD0268,2023-10-22,2023-10-29,CUST030,Customer 60,Home Office,North,Technology,Accessories,Accessories Product 12,658.84,5,0.11,145.79
ORD0269,2024-08-31,2024-09-02,CUST025,Customer 93,Corporate,North,Furniture,Chairs,Chairs Product 48,701.68,8,0.04,65.26
ORD0270,2023-10-15,2023-10-19,CUST002,Customer 65,Consumer,North,Furniture,Chairs,Chairs Product 33,403.52,5,0.27,47.84
ORD0271,2024-03-02,2024-03-04,CUST031,Customer 71,Corporate,West,Furniture,Chairs,Chairs Product 23,536.1,10,0.18,120.89
ORD0272,2023-11-18,2023-11-19,CUST002,Customer 68,Home Office,South,Office Supplies,Storage,Storage Product 42,894.55,1,0.19,144.02
ORD0273,2023-10-19,2023-10-22,CUST097,Customer 99,Consumer,North,Technology,Phones,Phones Product 43,474.78,10,0.13,140.71
ORD0274,2024-07-19,2024-07-22,CUST021,Customer 97,Consumer,North,Office Supplies,Paper,Paper Product 26,353.43,1,0.04,30.15
ORD0275,2024-07-01,2024-07-05,CUST035,Customer 82,Corporate,East,Furniture,Tables,Tables Product 37,792.35,2,0.26,166.69
ORD0276,2023-08-28,2023-09-02,CUST063,Customer 13,Home Office,West,Technology,Phones,Phones Product 36,523.46,7,0.24,108.87
ORD0277,2024-12-18,2024-12-21,CUST020,Customer 91,Consumer,South,Furniture,Tables,Tables Product 10,622.86,5,0.27,135.52
ORD0278,2023-07-12,2023-07-18,CUST025,Customer 87,Home Office,North,Technology,Laptops,Laptops Product 8,742.37,1,0.08,209.45
ORD0279,2023-01-28,2023-01-30,CUST042,Customer 10,Consumer,East,Technology,Phones,Phones Product 29,917.32,9,0.11,214.94
ORD0280,2024-10-22,2024-10-23,CUST078,Customer 60,Consumer,East,Furniture,Tables,Tables Product 29,1595.7,2,0.25,441.67
ORD0281,2024-07-06,2024-07-09,CUST051,Customer 100,Home Office,East,Furniture,Chairs,Chairs Product 40,259.88,6,0.07,76.04
ORD0282,2023-06-17,2023-06-21,CUST074,Customer 15,Home Office,East,Furniture,Bookcases,Bookcases Product 32,1199.32,4,0.13,124.12
ORD0283,2024-08-18,2024-08-22,CUST090,Customer 8,Consumer,North,Technology,Laptops,Laptops Product 50,212.1,8,0.08,28.76
ORD0284,2024-11-13,2024-11-15,CUST031,Customer 15,Home Office,South,Technology,Laptops,Laptops Product 25,1033.09,6,0.23,197.96
ORD0285,2024-03-08,2024-03-12,CUST085,Customer 74,Corporate,West,Furniture,Bookcases,Bookcases Product 44,674.26,2,0.25,147.63
ORD0286,2023-08-25,2023-09-01,CUST088,Customer 27,Consumer,West,Technology,Accessories,Accessories Product 23,192.76,6,0.15,32.1
ORD0287,2023-10-07,2023-10-11,CUST014,Customer 42,Corporate,West,Technology,Phones,Phones Product 6,1611.48,5,0.16,215.18
ORD0288,2023-08-25,2023-08-30,CUST032,Customer 7,Corporate,North,Furniture,Chairs,Chairs Product 30,1037.24,5,0.15,190.91
ORD0289,2024-09-30,2024-10-04,CUST033,Customer 80,Corporate,North,Technology,Laptops,Laptops Product 15,1095.59,3,0.11,63.47
ORD0290,2024-12-13,2024-12-18,CUST062,Customer 33,Consumer,East,Technology,Phones,Phones Product 22,1723.38,9,0.12,128.8
ORD0291,2024-02-18,2024-02-20,CUST012,Customer 81,Consumer,West,Office Supplies,Paper,Paper Product 21,1811.36,2,0.1,335.81
ORD0292,2024-01-12,2024-01-14,CUST075,Customer 40,Home Office,West,Technology,Laptops,Laptops Product 48,742.76,1,0.22,185.27
ORD0293,2023-02-09,2023-02-14,CUST032,Customer 33,Home Office,West,Technology,Laptops,Laptops Product 47,1448.86,5,0.13,219.86
ORD0294,2024-07-09,2024-07-13,CUST096,Customer 95,Home Office,East,Furniture,Chairs,Chairs Product 34,454.76,7,0.3,113.81
ORD0295,2023-06-11,2023-06-14,CUST049,Customer 7,Corporate,North,Office Supplies,Paper,Paper Product 28,180.36,3,0.12,30.28
ORD0296,2024-12-10,2024-12-13,CUST094,Customer 79,Consumer,South,Office Supplies,Paper,Paper Product 1,377.62,8,0.15,89.19
ORD0297,2024-03-07,2024-03-12,CUST095,Customer 74,Home Office,South,Technology,Laptops,Laptops Product 42,600.18,1,0.26,33.47
ORD0298,2024-03-17,2024-03-18,CUST090,Customer 32,Home Office,North,Furniture,Bookcases,Bookcases Product 46,557.32,6,0.27,83.95
ORD0299,2023-10-31,2023-11-02,CUST019,Customer 15,Corporate,North,Office Supplies,Storage,Storage Product 18,1310.76,1,0.01,131.51
ORD0300,2023-11-03,2023-11-10,CUST032,Customer 66,Home Office,West,Office Supplies,Binders,Binders Product 29,109.03,7,0.13,27.65
ORD0301,2024-08-03,2024-08-06,CUST082,Customer 20,Consumer,East,Office Supplies,Paper,Paper Product 13,1835.17,1,0.14,506.04
ORD0302,2023-09-04,2023-09-10,CUST081,Customer 98,Home Office,West,Office Supplies,Paper,Paper Product 24,633.71,6,0.29,146.02
ORD0303,2023-12-13,2023-12-16,CUST081,Customer 66,Home Office,North,Technology,Phones,Phones Product 43,1767.78,6,0.07,257.39
ORD0304,2023-12-05,2023-12-10,CUST058,Customer 15,Consumer,North,Technology,Phones,Phones Product 42,1368.92,8,0.15,328.42
ORD0305,2023-05-17,2023-05-18,CUST025,Customer 70,Consumer,West,Office Supplies,Paper,Paper Product 39,1722.93,3,0.25,295.24
ORD0306,2024-06-14,2024-06-19,CUST043,Customer 71,Home Office,South,Office Supplies,Storage,Storage Product 23,103.79,9,0.24,25.91
ORD0307,2024-07-04,2024-07-10,CUST078,Customer 91,Home Office,West,Furniture,Chairs,Chairs Product 33,86.82,6,0.07,9.34
ORD0308,2023-03-28,2023-03-31,CUST055,Customer 91,Consumer,South,Furniture,Tables,Tables Product 2,463.28,10,0.06,94.87
ORD0309,2024-04-15,2024-04-19,CUST072,Customer 83,Home Office,North,Office Supplies,Binders,Binders Product 30,1017.66,5,0.09,296.53
ORD0310,2023-08-18,2023-08-21,CUST087,Customer 18,Consumer,East,Technology,Laptops,Laptops Product 12,818.64,7,0.2,214.4
ORD0311,2023-06-04,2023-06-09,CUST017,Customer 68,Corporate,West,Office Supplies,Paper,Paper Product 32,1921.75,2,0.26,173.93
ORD0312,2024-05-20,2024-05-22,CUST021,Customer 28,Consumer,West,Furniture,Chairs,Chairs Product 32,1227.22,2,0.02,91.05
ORD0313,2023-11-06,2023-11-13,CUST087,Customer 72,Home Office,North,Furniture,Tables,Tables Product 29,695.09,6,0.21,101.92
ORD0314,2023-05-23,2023-05-30,CUST012,Customer 57,Consumer,West,Office Supplies,Storage,Storage Product 34,1685.79,9,0.14,404.51
ORD0315,2023-04-09,2023-04-12,CUST012,Customer 92,Consumer,South,Technology,Laptops,Laptops Product 10,93.05,8,0.11,21.33
ORD0316,2023-05-08,2023-05-13,CUST097,Customer 13,Home Office,South,Technology,Accessories,Accessories Product 16,778.62,9,0.17,73.71
ORD0317,2023-08-26,2023-09-01,CUST074,Customer 89,Corporate,East,Furniture,Bookcases,Bookcases Product 32,1896.5,2,0.14,250.21
ORD0318,2024-12-28,2024-12-31,CUST028,Customer 11,Consumer,North,Technology,Phones,Phones Product 13,491.49,6,0.1,142.33
ORD0319,2023-04-13,2023-04-19,CUST042,Customer 59,Consumer,North,Office Supplies,Paper,Paper Product 16,713.27,3,0.17,44.84
ORD0320,2024-05-30,2024-06-02,CUST045,Customer 39,Home Office,West,Furniture,Chairs,Chairs Product 15,1279.29,7,0.13,133.32
ORD0321,2024-01-06,2024-01-12,CUST035,Customer 81,Home Office,East,Office Supplies,Storage,Storage Product 40,911.9,3,0.11,182.35
ORD0322,2024-05-10,2024-05-16,CUST035,Customer 37,Corporate,South,Office Supplies,Storage,Storage Product 10,586.53,5,0.17,161.24
ORD0323,2024-06-23,2024-06-27,CUST045,Customer 99,Home Office,North,Furniture,Bookcases,Bookcases Product 19,79.92,10,0.11,10.57
ORD0324,2024-09-23,2024-09-29,CUST039,Customer 84,Consumer,North,Office Supplies,Storage,Storage Product 31,1681.69,4,0.03,282.49
ORD0325,2023-05-06,2023-05-09,CUST081,Customer 36,Consumer,North,Office Supplies,Binders,Binders Product 45,541.16,6,0.01,134.61
ORD0326,2023-06-06,2023-06-08,CUST075,Customer 38,Home Office,West,Office Supplies,Storage,Storage Product 13,1767.4,9,0.28,276.49
ORD0327,2024-02-13,2024-02-20,CUST100,Customer 83,Home Office,North,Technology,Phones,Phones Product 29,1840.39,6,0.24,395.79
ORD0328,2024-02-21,2024-02-22,CUST087,Customer 27,Consumer,East,Furniture,Tables,Tables Product 15,938.85,5,0.09,193.35
ORD0329,2024-05-07,2024-05-12,CUST072,Customer 85,Corporate,North,Office Supplies,Binders,Binders Product 29,622.31,3,0.12,64.72
ORD0330,2024-12-18,2024-12-23,CUST035,Customer 17,Consumer,West,Technology,Accessories,Accessories Product 44,370.2,4,0.25,81.78
ORD0331,2024-04-09,2024-04-13,CUST073,Customer 6,Corporate,South,Technology,Phones,Phones Product 16,1183.56,4,0.02,88.1
ORD0332,2023-07-18,2023-07-25,CUST036,Customer 57,Consumer,North,Furniture,Chairs,Chairs Product 21,1607.6,6,0.19,97.22
