Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD0333,2023-07-15,2023-07-22,CUST055,Customer 43,Corporate,North,Technology,Laptops,Laptops Product 32,830.15,5,0.08,97.77
ORD0334,2024-10-23,2024-10-27,CUST018,Customer 96,Corporate,East,Technology,Phones,Phones Product 15,1997.49,8,0.24,149.63
ORD0335,2023-04-01,2023-04-08,CUST027,Customer 65,Consumer,East,Office Supplies,Paper,Paper Product 15,920.92,10,0.04,248.8
ORD0336,2023-06-08,2023-06-15,CUST087,Customer 80,Consumer,East,Technology,Accessories,Accessories Product 30,90.69,4,0.14,4.78
ORD0337,2024-09-13,2024-09-20,CUST087,Customer 28,Home Office,South,Office Supplies,Paper,Paper Product 34,550.62,2,0.07,121.06
ORD0338,2024-01-02,2024-01-04,CUST053,Customer 23,Home Office,East,Furniture,Tables,Tables Product 11,1026.96,5,0.05,70.43
ORD0339,2023-03-12,2023-03-15,CUST030,Customer 60,Consumer,East,Office Supplies,Paper,Paper Product 22,743.26,1,0.03,136.65
ORD0340,2024-03-01,2024-03-06,CUST038,Customer 99,Corporate,West,Furniture,Chairs,Chairs Product 43,1717.82,4,0.2,389.57
ORD0341,2024-11-29,2024-12-02,CUST088,Customer 23,Home Office,East,Furniture,Bookcases,Bookcases Product 41,1183.9,6,0.05,77.53
ORD0342,2023-06-11,2023-06-12,CUST046,Customer 13,Home Office,West,Office Supplies,Paper,Paper Product 3,1864.46,6,0.21,439.7
ORD0343,2024-11-15,2024-11-17,CUST039,Customer 59,Consumer,East,Technology,Laptops,Laptops Product 10,281.18,10,0.27,35.5
ORD0344,2024-02-02,2024-02-07,CUST086,Customer 29,Corporate,West,Technology,Laptops,Laptops Product 18,536.2,5,0.29,123.89
ORD0345,2024-07-16,2024-07-17,CUST025,Customer 52,Consumer,West,Technology,Laptops,Laptops Product 13,1502.21,2,0.04,167.8
ORD0346,2023-07-19,2023-07-20,CUST064,Customer 71,Consumer,East,Technology,Accessories,Accessories Product 6,782.8,2,0.1,212.87
ORD0347,2024-08-21,2024-08-28,CUST008,Customer 68,Consumer,North,Technology,Laptops,Laptops Product 17,810.96,4,0.14,172.35
ORD0348,2024-06-20,2024-06-22,CUST041,Customer 51,Consumer,South,Office Supplies,Binders,Binders Product 34,231.13,8,0.12,61.8
ORD0349,2023-12-29,2023-12-30,CUST020,Customer 45,Corporate,South,Furniture,Bookcases,Bookcases Product 20,1921.79,9,0.12,107.99
ORD0350,2023-02-06,2023-02-12,CUST068,Customer 28,Corporate,North,Furniture,Tables,Tables Product 2,1379.4,8,0.11,153.8
ORD0351,2024-02-17,2024-02-24,CUST055,Customer 91,Consumer,East,Furniture,Chairs,Chairs Product 5,1244.79,4,0.17,204.22
ORD0352,2024-10-02,2024-10-04,CUST043,Customer 27,Home Office,West,Technology,Laptops,Laptops Product 1,220.18,6,0.29,16.24
ORD0353,2023-06-16,2023-06-20,CUST044,Customer 1,Consumer,South,Furniture,Bookcases,Bookcases Product 35,675.77,7,0.23,162.89
ORD0354,2023-03-25,2023-04-01,CUST061,Customer 80,Home Office,East,Office Supplies,Storage,Storage Product 41,998.18,5,0.19,93.65
ORD0355,2023-06-09,2023-06-12,CUST036,Customer 88,Corporate,North,Office Supplies,Storage,Storage Product 46,748.87,1,0.14,189.95
ORD0356,2024-09-04,2024-09-05,CUST054,Customer 51,Consumer,East,Office Supplies,Paper,Paper Product 35,665.03,8,0.03,196.71
ORD0357,2024-05-24,2024-05-25,CUST055,Customer 98,Consumer,South,Technology,Accessories,Accessories Product 37,1808.28,3,0.18,461.2
ORD0358,2023-10-03,2023-10-08,CUST048,Customer 32,Home Office,North,Technology,Accessories,Accessories Product 4,650.74,6,0.15,172.0
ORD0359,2023-12-20,2023-12-25,CUST043,Customer 82,Consumer,South,Office Supplies,Paper,Paper Product 34,1716.85,6,0.05,152.13
ORD0360,2024-06-18,2024-06-24,CUST067,Customer 20,Consumer,East,Office Supplies,Storage,Storage Product 36,1312.92,7,0.29,353.43
ORD0361,2023-10-17,2023-10-19,CUST082,Customer 10,Consumer,North,Technology,Laptops,Laptops Product 37,1625.7,5,0.25,238.5
ORD0362,2023-09-16,2023-09-20,CUST066,Customer 18,Corporate,North,Technology,Accessories,Accessories Product 32,1243.2,1,0.03,290.64
ORD0363,2024-08-14,2024-08-18,CUST058,Customer 53,Home Office,West,Office Supplies,Paper,Paper Product 21,1203.43,5,0.04,338.59
ORD0364,2024-06-01,2024-06-04,CUST028,Customer 76,Corporate,North,Furniture,Tables,Tables Product 24,1732.5,1,0.16,234.13
ORD0365,2023-04-27,2023-05-03,CUST047,Customer 52,Consumer,East,Technology,Accessories,Accessories Product 17,1328.9,10,0.21,98.35
ORD0366,2024-03-04,2024-03-09,CUST068,Customer 96,Home Office,West,Furniture,Chairs,Chairs Product 31,1536.49,9,0.13,438.75
ORD0367,2023-04-02,2023-04-06,CUST052,Customer 66,Home Office,North,Technology,Phones,Phones Product 44,612.51,4,0.06,86.6
ORD0368,2024-09-24,2024-09-28,CUST097,Customer 62,Consumer,South,Furniture,Bookcases,Bookcases Product 32,1583.01,9,0.16,117.32
ORD0369,2023-01-02,2023-01-08,CUST007,Customer 15,Consumer,East,Furniture,Bookcases,Bookcases Product 11,1411.92,3,0.01,188.83
ORD0370,2024-04-09,2024-04-12,CUST100,Customer 36,Consumer,East,Furniture,Bookcases,Bookcases Product 12,1997.41,7,0.06,377.09
ORD0371,2024-04-30,2024-05-06,CUST043,Customer 22,Consumer,South,Furniture,Bookcases,Bookcases Product 37,198.24,3,0.13,49.35
ORD0372,2023-09-16,2023-09-22,CUST071,Customer 85,Home Office,North,Office Supplies,Binders,Binders Product 3,1511.84,9,0.26,205.57
ORD0373,2024-02-22,2024-02-25,CUST016,Customer 27,Corporate,West,Office Supplies,Storage,Storage Product 20,438.7,8,0.19,38.18
ORD0374,2023-08-15,2023-08-18,CUST002,Customer 39,Corporate,South,Office Supplies,Storage,Storage Product 17,1210.95,10,0.15,197.91
ORD0375,2024-10-28,2024-10-30,CUST053,Customer 31,Home Office,South,Furniture,Bookcases,Bookcases Product 38,1153.57,3,0.08,295.86
ORD0376,2024-12-29,2024-12-30,CUST032,Customer 83,Corporate,South,Office Supplies,Paper,Paper Product 35,1128.57,2,0.2,90.43
ORD0377,2023-12-20,2023-12-26,CUST053,Customer 92,Home Office,East,Furniture,Bookcases,Bookcases Product 36,359.61,1,0.19,42.3
ORD0378,2024-06-25,2024-06-29,CUST010,Customer 93,Corporate,East,Technology,Accessories,Accessories Product 47,1061.73,5,0.01,243.21
ORD0379,2024-03-04,2024-03-10,CUST012,Customer 70,Corporate,West,Office Supplies,Storage,Storage Product 40,1149.34,7,0.26,303.14
ORD0380,2023-03-27,2023-04-02,CUST013,Customer 53,Home Office,East,Office Supplies,Binders,Binders Product 10,1842.73,7,0.27,157.26
ORD0381,2023-01-23,2023-01-26,CUST088,Customer 19,Home Office,East,Office Supplies,Binders,Binders Product 3,1242.75,7,0.07,160.89
ORD0382,2024-01-08,2024-01-13,CUST047,Customer 74,Consumer,West,Office Supplies,Binders,Binders Product 26,1191.76,10,0.22,185.83
ORD0383,2024-09-27,2024-09-30,CUST080,Customer 79,Corporate,West,Furniture,Chairs,Chairs Product 3,1319.23,4,0.17,176.64
ORD0384,2023-12-07,2023-12-14,CUST083,Customer 97,Consumer,West,Technology,Laptops,Laptops Product 33,1858.06,1,0.18,102.7
ORD0385,2023-12-05,2023-12-08,CUST060,Customer 35,Corporate,North,Furniture,Chairs,Chairs Product 22,251.88,2,0.21,53.1
ORD0386,2023-10-20,2023-10-23,CUST002,Customer 48,Home Office,West,Office Supplies,Binders,Binders Product 20,610.92,5,0.17,45.58
ORD0387,2024-02-24,2024-02-28,CUST070,Customer 72,Home Office,South,Furniture,Bookcases,Bookcases Product 47,341.05,3,0.19,43.59
ORD0388,2023-05-07,2023-05-08,CUST057,Customer 39,Corporate,East,Technology,Laptops,Laptops Product 29,125.36,2,0.05,6.74
ORD0389,2023-07-01,2023-07-03,CUST062,Customer 91,Home Office,North,Technology,Phones,Phones Product 16,556.86,2,0.19,59.53
ORD0390,2024-08-30,2024-08-31,CUST066,Customer 61,Corporate,North,Technology,Laptops,Laptops Product 14,1304.81,3,0.28,219.1
ORD0391,2024-07-29,2024-07-30,CUST040,Customer 88,Home Office,North,Office Supplies,Paper,Paper Product 15,81.07,7,0.23,21.34
ORD0392,2024-07-05,2024-07-08,CUST018,Customer 86,Consumer,South,Technology,Laptops,Laptops Product 21,1071.07,7,0.07,173.37
ORD0393,2024-05-31,2024-06-06,CUST091,Customer 60,Home Office,South,Technology,Laptops,Laptops Product 11,80.14,5,0.1,7.07
ORD0394,2023-06-08,2023-06-11,CUST079,Customer 14,Corporate,South,Office Supplies,Storage,Storage Product 4,831.32,7,0.29,65.33
ORD0395,2024-03-31,2024-04-06,CUST029,Customer 91,Corporate,South,Office Supplies,Binders,Binders Product 29,1368.34,10,0.12,372.89
ORD0396,2023-10-05,2023-10-08,CUST082,Customer 86,Consumer,West,Office Supplies,Binders,Binders Product 35,1825.69,5,0.19,342.34
ORD0397,2024-11-01,2024-11-02,CUST091,Customer 95,Consumer,South,Furniture,Tables,Tables Product 17,1533.47,6,0.22,378.44
ORD0398,2024-03-25,2024-03-31,CUST090,Customer 24,Consumer,North,Technology,Accessories,Accessories Product 35,1889.87,10,0.09,195.97
ORD0399,2023-06-29,2023-07-03,CUST097,Customer 86,Corporate,South,Office Supplies,Storage,Storage Product 39,72.03,4,0.02,6.06
ORD0400,2023-02-08,2023-02-14,CUST027,Customer 18,Corporate,East,Furniture,Chairs,Chairs Product 36,789.81,7,0.24,180.81
ORD0401,2023-03-06,2023-03-10,CUST096,Customer 29,Home Office,North,Office Supplies,Paper,Paper Product 11,1153.38,7,0.03,249.64
ORD0402,2024-06-19,2024-06-25,CUST071,Customer 79,Corporate,South,Office Supplies,Storage,Storage Product 40,776.26,9,0.21,139.72
ORD0403,2024-05-15,2024-05-16,CUST062,Customer 28,Home Office,South,Furniture,Bookcases,Bookcases Product 1,235.93,3,0.11,56.82
ORD0404,2023-11-09,2023-11-16,CUST091,Customer 12,Consumer,South,Office Supplies,Paper,Paper Product 33,169.67,7,0.08,45.77
ORD0405,2024-03-03,2024-03-06,CUST063,Customer 9,Home Office,West,Office Supplies,Paper,Paper Product 35,138.64,8,0.17,37.22
ORD0406,2023-07-25,2023-07-27,CUST062,Customer 56,Consumer,North,Furniture,Tables,Tables Product 28,1048.71,9,0.23,305.17
ORD0407,2023-10-24,2023-10-26,CUST091,Customer 77,Consumer,South,Technology,Accessories,Accessories Product 34,1463.71,8,0.17,353.18
ORD0408,2023-08-04,2023-08-08,CUST030,Customer 51,Corporate,East,Office Supplies,Paper,Paper Product 36,1366.18,7,0.07,243.26
ORD0409,2023-02-16,2023-02-19,CUST079,Customer 71,Home Office,South,Technology,Accessories,Accessories Product 38,1883.07,5,0.04,392.95
ORD0410,2024-05-23,2024-05-29,CUST066,Customer 69,Corporate,West,Technology,Laptops,Laptops Product 7,1294.33,10,0.09,383.22
ORD0411,2023-06-15,2023-06-17,CUST080,Customer 97,Consumer,North,Technology,Laptops,Laptops Product 18,770.95,4,0.18,66.97
ORD0412,2023-05-20,2023-05-21,CUST030,Customer 94,Home Office,North,Furniture,Tables,Tables Product 4,661.67,9,0.14,35.29
ORD0413,2023-10-12,2023-10-13,CUST082,Customer 4,Consumer,East,Furniture,Chairs,Chairs Product 25,1750.24,6,0.18,199.29
ORD0414,2023-04-24,2023-04-29,CUST071,Customer 70,Home Office,West,Office Supplies,Paper,Paper Product 12,1930.9,4,0.05,229.54
ORD0415,2024-03-25,2024-03-31,CUST019,Customer 95,Consumer,East,Furniture,Bookcases,Bookcases Product 33,1741.02,9,0.2,449.16
ORD0416,2024-01-13,2024-01-15,CUST091,Customer 12,Consumer,West,Technology,Accessories,Accessories Product 41,1941.95,2,0.08,299.28
ORD0417,2024-02-11,2024-02-14,CUST041,Customer 90,Corporate,South,Office Supplies,Storage,Storage Product 7,574.18,4,0.01,164.3
ORD0418,2023-05-30,2023-06-01,CUST005,Customer 90,Home Office,North,Office Supplies,Paper,Paper Product 33,1276.78,1,0.07,94.27
ORD0419,2023-03-30,2023-04-02,CUST068,Customer 86,Consumer,West,Office Supplies,Storage,Storage Product 43,365.82,9,0.03,65.75
ORD0420,2024-06-21,2024-06-23,CUST047,Customer 98,Home Office,South,Furniture,Tables,Tables Product 24,1914.94,9,0.12,258.04
ORD0421,2023-12-23,2023-12-30,CUST099,Customer 28,Home Office,East,Technology,Accessories,Accessories Product 20,1432.53,2,0.15,365.98
ORD0422,2024-03-02,2024-03-09,CUST074,Customer 15,Consumer,East,Technology,Phones,Phones Product 29,735.31,7,0.09,86.0
ORD0423,2023-01-02,2023-01-07,CUST022,Customer 11,Corporate,East,Technology,Laptops,Laptops Product 12,115.67,4,0.13,12.89
ORD0424,2023-08-11,2023-08-17,CUST046,Customer 34,Consumer,East,Office Supplies,Paper,Paper Product 30,1590.18,4,0.16,228.05
ORD0425,2023-04-01,2023-04-04,CUST042,Customer 82,Corporate,West,Furniture,Bookcases,Bookcases Product 36,641.42,3,0.25,181.79
ORD0426,2024-12-03,2024-12-04,CUST079,Customer 73,Consumer,West,Furniture,Tables,Tables Product 6,1047.2,8,0.24,298.57
ORD0427,2024-09-01,2024-09-04,CUST023,Customer 86,Consumer,South,Furniture,Bookcases,Bookcases Product 42,140.62,3,0.27,21.66
ORD0428,2024-03-02,2024-03-06,CUST044,Customer 65,Home Office,West,Furniture,Tables,Tables Product 5,549.26,6,0.14,89.09
ORD0429,2023-12-31,2024-01-05,CUST020,Customer 80,Consumer,East,Furniture,Bookcases,Bookcases Product 45,1314.71,4,0.15,125.05
ORD0430,2023-02-01,2023-02-04,CUST043,Customer 5,Home Office,East,Office Supplies,Storage,Storage Product 32,604.38,8,0.02,144.05
ORD0431,2024-06-24,2024-06-25,CUST070,Customer 3,Home Office,West,Technology,Accessories,Accessories Product 5,1980.56,1,0.26,190.93
ORD0432,2023-08-12,2023-08-15,CUST024,Customer 16,Home Office,South,Office Supplies,Storage,Storage Product 2,1329.93,1,0.21,259.48
ORD0433,2024-03-01,2024-03-03,CUST023,Customer 84,Corporate,East,Office Supplies,Storage,Storage Product 29,911.57,5,0.14,270.43
ORD0434,2023-11-26,2023-12-03,CUST059,Customer 76,Consumer,South,Technology,Laptops,Laptops Product 49,976.28,9,0.18,103.52
ORD0435,2023-12-26,2024-01-02,CUST004,Customer 50,Consumer,East,Furniture,Bookcases,Bookcases Product 46,1599.69,1,0.16,478.3
ORD0436,2024-10-01,2024-10-07,CUST013,Customer 24,Home Office,North,Furniture,Tables,Tables Product 28,56.79,8,0.2,9.14
ORD0437,2024-07-27,2024-07-30,CUST090,Customer 31,Consumer,North,Office Supplies,Paper,Paper Product 26,1480.41,9,0.04,109.66
ORD0438,2023-07-15,2023-07-16,CUST087,Customer 31,Corporate,North,Office Supplies,Paper,Paper Product 47,1552.56,1,0.1,366.48
ORD0439,2024-01-10,2024-01-14,CUST090,Customer 40,Corporate,East,Technology,Accessories,Accessories Product 15,1083.11,1,0.05,66.66
ORD0440,2024-07-29,2024-07-30,CUST063,Customer 27,Corporate,West,Office Supplies,Storage,Storage Product 3,603.82,5,0.08,165.78
ORD0441,2024-02-14,2024-02-19,CUST047,Customer 50,Home Office,North,Furniture,Chairs,Chairs Product 38,131.12,3,0.06,30.79
ORD0442,2024-11-27,2024-12-01,CUST081,Customer 82,Home Office,East,Technology,Phones,Phones Product 8,1725.87,2,0.17,384.97
ORD0443,2024-11-05,2024-11-11,CUST014,Customer 70,Corporate,North,Furniture,Tables,Tables Product 6,1370.88,5,0.19,209.41
ORD0444,2023-02-05,2023-02-10,CUST091,Customer 54,Corporate,North,Technology,Laptops,Laptops Product 3,717.65,4,0.05,186.8
ORD0445,2023-05-06,2023-05-10,CUST011,Customer 48,Consumer,South,Furniture,Tables,Tables Product 9,820.23,4,0.08,50.42
ORD0446,2023-02-27,2023-03-05,CUST006,Customer 44,Corporate,South,Furniture,Chairs,Chairs Product 34,1328.54,10,0.13,124.25
ORD0447,2024-01-19,2024-01-26,CUST013,Customer 24,Consumer,South,Technology,Laptops,Laptops Product 15,1494.47,7,0.13,305.62
ORD0448,2024-08-15,2024-08-19,CUST049,Customer 5,Corporate,North,Office Supplies,Paper,Paper Product 18,1268.52,3,0.0,84.95
ORD0449,2024-06-03,2024-06-08,CUST015,Customer 4,Corporate,East,Office Supplies,Paper,Paper Product 43,265.19,3,0.25,42.42
ORD0450,2024-10-12,2024-10-17,CUST068,Customer 90,Home Office,North,Furniture,Tables,Tables Product 7,1198.05,6,0.21,87.39
ORD0451,2024-11-02,2024-11-07,CUST088,Customer 8,Home Office,North,Technology,Accessories,Accessories Product 50,169.89,4,0.04,44.56
ORD0452,2023-01-06,2023-01-10,CUST014,Customer 98,Corporate,South,Technology,Laptops,Laptops Product 22,585.96,10,0.04,173.38
ORD0453,2023-09-04,2023-09-10,CUST030,Customer 93,Corporate,South,Furniture,Chairs,Chairs Product 11,1473.74,7,0.12,276.22
ORD0454,2024-07-02,2024-07-09,CUST063,Customer 56,Consumer,East,Office Supplies,Storage,Storage Product 41,203.81,10,0.17,46.29
ORD0455,2023-05-03,2023-05-09,CUST066,Customer 34,Consumer,South,Furniture,Bookcases,Bookcases Product 41,575.13,7,0.07,96.44
ORD0456,2023-09-18,2023-09-25,CUST014,Customer 10,Home Office,South,Office Supplies,Storage,Storage Product 12,1143.39,1,0.28,254.36
ORD0457,2024-06-04,2024-06-06,CUST074,Customer 56,Home Office,North,Furniture,Bookcases,Bookcases Product 5,1067.48,3,0.19,220.33
ORD0458,2024-03-20,2024-03-25,CUST047,Customer 26,Corporate,East,Office Supplies,Storage,Storage Product 50,1566.8,6,0.06,364.99
ORD0459,2024-10-28,2024-11-01,CUST061,Customer 41,Corporate,East,Furniture,Tables,Tables Product 13,819.63,7,0.04,42.13
ORD0460,2023-10-09,2023-10-11,CUST042,Customer 48,Consumer,West,Furniture,Chairs,Chairs Product 10,1772.88,5,0.06,276.84
ORD0461,2024-01-29,2024-02-04,CUST045,Customer 86,Corporate,South,Furniture,Chairs,Chairs Product 10,1204.22,8,0.13,326.87
ORD0462,2024-05-12,2024-05-18,CUST009,Customer 24,Corporate,East,Office Supplies,Binders,Binders Product 15,638.74,9,0.24,123.31
ORD0463,2024-02-13,2024-02-15,CUST038,Customer 58,Consumer,East,Technology,Laptops,Laptops Product 30,918.74,5,0.1,241.04
ORD0464,2024-02-20,2024-02-23,CUST051,Customer 89,Home Office,South,Technology,Phones,Phones Product 12,1010.5,6,0.1,261.82
ORD0465,2024-01-27,2024-01-30,CUST033,Customer 5,Corporate,West,Office Supplies,Paper,Paper Product 27,103.28,9,0.25,7.46
ORD0466,2024-03-01,2024-03-02,CUST054,Customer 37,Consumer,South,Furniture,Bookcases,Bookcases Product 28,1285.72,4,0.15,325.79
ORD0467,2023-04-12,2023-04-13,CUST086,Customer 11,Home Office,West,Furniture,Chairs,Chairs Product 36,1363.99,3,0.04,298.9
ORD0468,2023-01-22,2023-01-29,CUST001,Customer 26,Consumer,North,Technology,Phones,Phones Product 21,1036.21,8,0.05,180.37
ORD0469,2023-03-09,2023-03-11,CUST046,Customer 45,Corporate,East,Furniture,Bookcases,Bookcases Product 43,210.5,5,0.03,30.63
ORD0470,2023-06-03,2023-06-09,CUST096,Customer 23,Consumer,South,Furniture,Tables,Tables Product 33,327.49,3,0.02,62.77
ORD0471,2024-05-24,2024-05-31,CUST029,Customer 75,Consumer,West,Office Supplies,Storage,Storage Product 20,222.13,9,0.12,12.35
ORD0472,2023-12-17,2023-12-22,CUST074,Customer 15,Consumer,East,Furniture,Tables,Tables Product 50,1270.3,4,0.13,87.81
ORD0473,2023-11-09,2023-11-12,CUST067,Customer 42,Corporate,West,Furniture,Chairs,Chairs Product 18,540.99,10,0.2,124.14
ORD0474,2023-05-05,2023-05-08,CUST073,Customer 90,Corporate,North,Office Supplies,Paper,Paper Product 21,1277.37,10,0.16,267.35
ORD0475,2023-06-03,2023-06-08,CUST036,Customer 39,Corporate,West,Technology,Laptops,Laptops Product 40,670.16,5,0.09,161.71
ORD0476,2023-05-27,2023-06-03,CUST060,Customer 60,Home Office,South,Furniture,Tables,Tables Product 19,1498.44,8,0.22,81.68
ORD0477,2024-10-06,2024-10-09,CUST064,Customer 62,Consumer,North,Furniture,Bookcases,Bookcases Product 4,497.04,7,0.1,40.76
ORD0478,2023-07-27,2023-07-28,CUST002,Customer 85,Home Office,West,Furniture,Tables,Tables Product 36,1806.76,8,0.23,443.0
ORD0479,2024-03-23,2024-03-29,CUST072,Customer 74,Home Office,East,Technology,Accessories,Accessories Product 45,353.27,10,0.26,89.22
ORD0480,2023-01-07,2023-01-13,CUST045,Customer 28,Corporate,East,Office Supplies,Storage,Storage Product 16,1866.58,4,0.18,386.01
ORD0481,2023-09-06,2023-09-09,CUST085,Customer 64,Home Office,South,Technology,Phones,Phones Product 32,542.57,8,0.1,160.82
ORD0482,2024-02-18,2024-02-25,CUST042,Customer 61,Home Office,East,Office Supplies,Storage,Storage Product 9,1277.38,2,0.23,356.66
ORD0483,2024-01-18,2024-01-21,CUST042,Customer 59,Corporate,West,Furniture,Tables,Tables Product 17,267.34,4,0.02,77.61
ORD0484,2024-07-04,2024-07-11,CUST013,Customer 58,Consumer,East,Technology,Accessories,Accessories Product 36,1058.5,7,0.27,195.27
ORD0485,2023-12-09,2023-12-11,CUST026,Customer 30,Corporate,West,Furniture,Tables,Tables Product 10,322.53,6,0.05,42.62
ORD0486,2023-08-28,2023-08-31,CUST018,Customer 72,Corporate,West,Furniture,Chairs,Chairs Product 45,1769.29,7,0.18,216.11
ORD0487,2023-02-01,2023-02-08,CUST071,Customer 68,Corporate,West,Furniture,Chairs,Chairs Product 20,102.43,10,0.28,25.33
ORD0488,2024-05-22,2024-05-24,CUST094,Customer 51,Corporate,West,Technology,Accessories,Accessories Product 8,184.62,1,0.28,9.83
ORD0489,2024-07-01,2024-07-07,CUST009,Customer 1,Consumer,West,Office Supplies,Binders,Binders Product 31,1401.36,10,0.23,377.3
ORD0490,2024-09-17,2024-09-24,CUST083,Customer 72,Home Office,North,Furniture,Chairs,Chairs Product 23,1537.07,7,0.16,224.12
ORD0491,2023-10-30,2023-11-02,CUST096,Customer 61,Consumer,South,Office Supplies,Binders,Binders Product 36,1689.9,9,0.15,472.04
ORD0492,2023-06-22,2023-06-27,CUST039,Customer 90,Corporate,West,Office Supplies,Storage,Storage Product 21,304.04,5,0.11,86.45
ORD0493,2024-12-06,2024-12-11,CUST081,Customer 33,Home Office,North,Furniture,Chairs,Chairs Product 33,1016.62,1,0.05,168.61
ORD0494,2023-10-30,2023-11-05,CUST083,Customer 47,Home Office,West,Technology,Accessories,Accessories Product 32,183.39,9,0.22,20.96
ORD0495,2024-10-24,2024-10-25,CUST087,Customer 84,Consumer,North,Office Supplies,Paper,Paper Product 1,1110.07,5,0.17,211.11
ORD0496,2024-07-16,2024-07-23,CUST079,Customer 33,Corporate,West,Technology,Phones,Phones Product 7,734.52,8,0.03,133.02
ORD0497,2024-05-27,2024-05-30,CUST094,Customer 1,Corporate,South,Technology,Phones,Phones Product 3,1794.79,10,0.1,396.53
ORD0498,2024-11-02,2024-11-03,CUST097,Customer 50,Corporate,South,Office Supplies,Storage,Storage Product 35,1806.47,7,0.04,212.8
ORD0499,2023-02-08,2023-02-10,CUST100,Customer 16,Consumer,North,Technology,Accessories,Accessories Product 32,1197.41,2,0.06,207.36
ORD0500,2024-10-09,2024-10-14,CUST057,Customer 78,Home Office,South,Technology,Accessories,Accessories Product 44,985.63,1,0.23,237.57
